"Date","Price","Open","High","Low","Change %"
"Apr 06, 2017","9.0241","8.9885","9.0286","8.9716","0.38%"
"Apr 05, 2017","8.9898","9.0064","9.0108","8.9522","-0.19%"
"Apr 04, 2017","9.0068","8.9536","9.0385","8.9517","0.59%"
"Apr 03, 2017","8.9541","8.9646","8.9794","8.9085","-0.17%"
"Mar 31, 2017","8.9695","8.9417","8.9725","8.9109","0.29%"
"Mar 30, 2017","8.9437","8.8658","8.9455","8.8627","0.85%"
"Mar 29, 2017","8.8685","8.8301","8.9018","8.8225","0.41%"
"Mar 28, 2017","8.8320","8.7857","8.8393","8.7636","0.50%"
"Mar 27, 2017","8.7877","8.8100","8.8115","8.7585","-0.30%"
"Mar 24, 2017","8.8144","8.8260","8.8491","8.7916","-0.16%"
"Mar 23, 2017","8.8282","8.7949","8.8404","8.7851","0.33%"
"Mar 22, 2017","8.7994","8.7971","8.8422","8.7678","0.03%"
"Mar 21, 2017","8.7964","8.8199","8.8385","8.7699","-0.29%"
"Mar 20, 2017","8.8223","8.8301","8.8520","8.7945","-0.12%"
"Mar 17, 2017","8.8332","8.8176","8.8406","8.7860","0.16%"
"Mar 16, 2017","8.8192","8.8606","8.8897","8.8129","-0.49%"
"Mar 15, 2017","8.8626","8.9689","9.0124","8.8592","-1.20%"
"Mar 14, 2017","8.9704","8.9410","8.9791","8.9088","0.30%"
"Mar 13, 2017","8.9434","9.0067","9.0108","8.9354","-0.66%"
"Mar 10, 2017","9.0032","9.0439","9.0513","8.9811","-0.47%"
"Mar 09, 2017","9.0458","9.0532","9.0674","9.0012","-0.10%"
"Mar 08, 2017","9.0549","9.0107","9.0592","9.0010","0.48%"
"Mar 07, 2017","9.0112","9.0169","9.0297","8.9893","-0.09%"
"Mar 06, 2017","9.0191","8.9832","9.0317","8.9643","0.42%"
"Mar 03, 2017","8.9815","9.0829","9.0894","8.9797","-1.14%"
"Mar 02, 2017","9.0847","9.0455","9.0933","9.0297","0.39%"
"Mar 01, 2017","9.0492","9.0336","9.0772","9.0214","0.14%"
"Feb 28, 2017","9.0367","9.0611","9.0774","8.9992","-0.29%"
"Feb 27, 2017","9.0631","9.0349","9.0671","9.0066","0.26%"
"Feb 24, 2017","9.0395","8.9908","9.0395","8.9593","0.52%"
"Feb 23, 2017","8.9923","8.9770","9.0068","8.9624","0.18%"
"Feb 22, 2017","8.9758","8.9754","9.0282","8.9564","-0.00%"
"Feb 21, 2017","8.9761","8.9336","8.9986","8.9304","0.46%"
"Feb 20, 2017","8.9351","8.9065","8.9414","8.8965","0.28%"
"Feb 17, 2017","8.9105","8.8567","8.9227","8.8506","0.57%"
"Feb 16, 2017","8.8604","8.9231","8.9275","8.8478","-0.66%"
"Feb 15, 2017","8.9197","8.9294","8.9873","8.9055","-0.12%"
"Feb 14, 2017","8.9306","8.9384","8.9542","8.9000","-0.12%"
"Feb 13, 2017","8.9410","8.9150","8.9448","8.8950","0.21%"
"Feb 10, 2017","8.9223","8.9070","8.9360","8.8934","0.19%"
"Feb 09, 2017","8.9055","8.8330","8.9136","8.8314","0.79%"
"Feb 08, 2017","8.8360","8.8665","8.8934","8.8267","-0.45%"
"Feb 07, 2017","8.8756","8.8227","8.9010","8.8194","0.59%"
"Feb 06, 2017","8.8238","8.7623","8.8515","8.7463","0.70%"
"Feb 03, 2017","8.7627","8.7504","8.8145","8.7358","0.12%"
"Feb 02, 2017","8.7521","8.7500","8.7589","8.6938","0.02%"
"Feb 01, 2017","8.7500","8.7391","8.7788","8.7148","0.09%"
"Jan 31, 2017","8.7419","8.8326","8.8422","8.7343","-1.02%"
"Jan 30, 2017","8.8323","8.8452","8.8875","8.8126","-0.22%"
"Jan 27, 2017","8.8515","8.8376","8.8715","8.8125","0.13%"
"Jan 26, 2017","8.8400","8.8156","8.8683","8.7976","0.23%"
"Jan 25, 2017","8.8196","8.8450","8.8704","8.8043","-0.32%"
"Jan 24, 2017","8.8478","8.8240","8.8636","8.8144","0.23%"
"Jan 23, 2017","8.8275","8.8910","8.8979","8.8216","-0.68%"
"Jan 20, 2017","8.8875","8.9479","8.9610","8.8788","-0.70%"
"Jan 19, 2017","8.9504","8.9547","9.0259","8.9213","-0.03%"
"Jan 18, 2017","8.9532","8.8821","8.9557","8.8803","0.78%"
"Jan 17, 2017","8.8837","8.9508","8.9589","8.8699","-0.77%"
"Jan 16, 2017","8.9523","8.9134","8.9742","8.9029","0.54%"
"Jan 13, 2017","8.9045","8.9491","8.9597","8.8933","-0.54%"
"Jan 12, 2017","8.9525","9.0243","9.0352","8.8991","-0.83%"
"Jan 11, 2017","9.0270","9.0816","9.1532","9.0054","-0.62%"
"Jan 10, 2017","9.0831","9.0439","9.0850","9.0027","0.41%"
"Jan 09, 2017","9.0461","9.0480","9.0931","9.0368","-0.21%"
"Jan 06, 2017","9.0655","8.9921","9.0769","8.9855","0.81%"
"Jan 05, 2017","8.9925","9.1074","9.1129","8.9884","-1.24%"
"Jan 04, 2017","9.1053","9.1600","9.1765","9.0935","-0.65%"
"Jan 03, 2017","9.1645","9.1309","9.2052","9.0993","0.23%"
"Jan 02, 2017","9.1431","9.0966","9.1515","9.0801","0.37%"
"Dec 30, 2016","9.1092","9.1197","9.1305","8.9978","-0.12%"
"Dec 29, 2016","9.1205","9.2041","9.2056","9.1073","-0.95%"
"Dec 28, 2016","9.2077","9.2260","9.2277","9.1785","-0.21%"
"Dec 27, 2016","9.2275","9.2053","9.2514","9.2009","0.23%"
"Dec 26, 2016","9.2061","9.2165","9.2465","9.1841","-0.15%"
"Dec 23, 2016","9.2202","9.2229","9.2451","9.1843","-0.05%"
"Dec 22, 2016","9.2250","9.2298","9.2335","9.1432","-0.08%"
"Dec 21, 2016","9.2328","9.3478","9.3607","9.2112","-1.25%"
"Dec 20, 2016","9.3495","9.3849","9.4110","9.3395","-0.42%"
"Dec 19, 2016","9.3891","9.3538","9.3959","9.3257","0.33%"
"Dec 16, 2016","9.3578","9.4077","9.4491","9.3359","-0.54%"
"Dec 15, 2016","9.4090","9.2598","9.4307","9.2561","1.63%"
"Dec 14, 2016","9.2580","9.1624","9.2950","9.1333","1.01%"
"Dec 13, 2016","9.1656","9.1658","9.1806","9.1250","-0.01%"
"Dec 12, 2016","9.1665","9.1974","9.2216","9.1529","-0.19%"
"Dec 09, 2016","9.1840","9.1238","9.2093","9.1193","0.63%"
"Dec 08, 2016","9.1267","9.0726","9.1667","8.9925","0.60%"
"Dec 07, 2016","9.0719","9.1248","9.1411","9.0560","-0.61%"
"Dec 06, 2016","9.1276","9.1129","9.1472","9.1064","0.10%"
"Dec 05, 2016","9.1185","9.1813","9.3089","9.0972","-0.76%"
"Dec 02, 2016","9.1885","9.2188","9.2275","9.1781","-0.34%"
"Dec 01, 2016","9.2203","9.2266","9.2631","9.1945","-0.06%"
"Nov 30, 2016","9.2255","9.1762","9.2658","9.1346","0.51%"
"Nov 29, 2016","9.1785","9.1953","9.2453","9.1628","-0.23%"
"Nov 28, 2016","9.1993","9.2304","9.2516","9.1673","-0.46%"
"Nov 25, 2016","9.2420","9.2476","9.2655","9.2013","-0.09%"
"Nov 24, 2016","9.2500","9.2783","9.3099","9.2148","-0.32%"
"Nov 23, 2016","9.2800","9.2188","9.2971","9.2006","0.69%"
"Nov 22, 2016","9.2167","9.2158","9.2624","9.1898","-0.02%"
"Nov 21, 2016","9.2187","9.2567","9.2739","9.2019","-0.49%"
"Nov 18, 2016","9.2638","9.2582","9.2838","9.2233","0.30%"
"Nov 17, 2016","9.2364","9.1992","9.2497","9.1500","0.41%"
"Nov 16, 2016","9.1991","9.1876","9.2226","9.1517","0.13%"
"Nov 15, 2016","9.1875","9.1525","9.1977","9.0616","0.34%"
"Nov 14, 2016","9.1564","9.0956","9.1796","9.0775","0.70%"
"Nov 11, 2016","9.0927","9.0403","9.1150","9.0194","0.58%"
"Nov 10, 2016","9.0401","9.0631","9.1146","9.0237","-0.27%"
"Nov 09, 2016","9.0646","8.9859","9.1230","8.9019","0.81%"
"Nov 08, 2016","8.9915","9.0248","9.0296","8.9717","-0.36%"
"Nov 07, 2016","9.0239","8.9507","9.0533","8.9472","0.84%"
"Nov 04, 2016","8.9485","8.9677","8.9971","8.9328","-0.23%"
"Nov 03, 2016","8.9687","8.9181","8.9776","8.8841","0.53%"
"Nov 02, 2016","8.9218","8.9608","8.9706","8.8877","-0.46%"
"Nov 01, 2016","8.9631","9.0299","9.0501","8.9363","-0.76%"
"Oct 31, 2016","9.0321","9.0121","9.0423","8.9890","0.21%"
"Oct 28, 2016","9.0131","9.0788","9.0843","8.9921","-0.75%"
"Oct 27, 2016","9.0813","8.9099","9.0905","8.8693","1.93%"
"Oct 26, 2016","8.9093","8.9228","8.9369","8.8939","-0.20%"
"Oct 25, 2016","8.9274","8.9073","8.9610","8.8993","0.19%"
"Oct 24, 2016","8.9107","8.9185","8.9349","8.8953","-0.10%"
"Oct 21, 2016","8.9196","8.8711","8.9400","8.8608","0.54%"
"Oct 20, 2016","8.8718","8.8341","8.8868","8.8037","0.41%"
"Oct 19, 2016","8.8356","8.8244","8.8530","8.8018","0.09%"
"Oct 18, 2016","8.8274","8.8112","8.8356","8.7854","0.18%"
"Oct 17, 2016","8.8118","8.8417","8.8494","8.8041","-0.31%"
"Oct 14, 2016","8.8395","8.7912","8.8475","8.7794","0.55%"
"Oct 13, 2016","8.7911","8.8415","8.8723","8.7859","-0.58%"
"Oct 12, 2016","8.8425","8.8170","8.8523","8.8039","0.26%"
"Oct 11, 2016","8.8197","8.6522","8.8296","8.6472","1.92%"
"Oct 10, 2016","8.6534","8.6303","8.6693","8.6248","0.33%"
"Oct 07, 2016","8.6246","8.6308","8.6783","8.5967","-0.09%"
"Oct 06, 2016","8.6323","8.5883","8.6380","8.5831","0.50%"
"Oct 05, 2016","8.5892","8.5992","8.6162","8.5539","-0.14%"
"Oct 04, 2016","8.6012","8.5650","8.6349","8.5609","0.41%"
"Oct 03, 2016","8.5658","8.5730","8.5900","8.5226","-0.09%"
"Sep 30, 2016","8.5732","8.5729","8.6303","8.5556","0.00%"
"Sep 29, 2016","8.5730","8.5626","8.5949","8.5373","0.11%"
"Sep 28, 2016","8.5632","8.5971","8.6153","8.5558","-0.40%"
"Sep 27, 2016","8.5978","8.5323","8.6335","8.5134","0.76%"
"Sep 26, 2016","8.5326","8.5421","8.5588","8.5130","-0.11%"
"Sep 23, 2016","8.5418","8.5517","8.5638","8.5277","-0.09%"
"Sep 22, 2016","8.5491","8.5574","8.5597","8.5061","-0.10%"
"Sep 21, 2016","8.5579","8.5988","8.6162","8.5531","-0.48%"
"Sep 20, 2016","8.5992","8.5628","8.5998","8.5340","0.39%"
"Sep 19, 2016","8.5654","8.5549","8.5764","8.5328","-0.01%"
"Sep 16, 2016","8.5665","8.4804","8.5795","8.4759","0.99%"
"Sep 15, 2016","8.4823","8.4827","8.5328","8.4621","-0.05%"
"Sep 14, 2016","8.4863","8.5258","8.5378","8.4590","-0.49%"
"Sep 13, 2016","8.5281","8.4800","8.5461","8.4709","0.56%"
"Sep 12, 2016","8.4803","8.4917","8.5385","8.4640","-0.14%"
"Sep 09, 2016","8.4918","8.4410","8.5168","8.4228","0.59%"
"Sep 08, 2016","8.4424","8.4417","8.4641","8.3755","-0.01%"
"Sep 07, 2016","8.4432","8.4630","8.4891","8.4224","-0.25%"
"Sep 06, 2016","8.4643","8.5653","8.5700","8.4547","-1.22%"
"Sep 05, 2016","8.5689","8.5830","8.5927","8.5424","-0.16%"
"Sep 02, 2016","8.5826","8.5520","8.6053","8.5126","0.34%"
"Sep 01, 2016","8.5535","8.5639","8.6156","8.5454","-0.14%"
"Aug 31, 2016","8.5652","8.5386","8.5836","8.5158","0.29%"
"Aug 30, 2016","8.5403","8.4649","8.5636","8.4622","0.89%"
"Aug 29, 2016","8.4652","8.4819","8.5073","8.4552","-0.19%"
"Aug 26, 2016","8.4815","8.4063","8.5076","8.3605","0.88%"
"Aug 25, 2016","8.4072","8.3968","8.4177","8.3834","0.12%"
"Aug 24, 2016","8.3972","8.3754","8.4227","8.3594","0.24%"
"Aug 23, 2016","8.3775","8.3737","8.3857","8.3374","0.03%"
"Aug 22, 2016","8.3747","8.3805","8.4292","8.3604","-0.14%"
"Aug 19, 2016","8.3863","8.3445","8.4040","8.3391","0.48%"
"Aug 18, 2016","8.3460","8.4234","8.4256","8.3346","-0.94%"
"Aug 17, 2016","8.4252","8.4114","8.4545","8.3957","0.13%"
"Aug 16, 2016","8.4145","8.4540","8.4626","8.3435","-0.51%"
"Aug 15, 2016","8.4574","8.4519","8.4814","8.4377","0.03%"
"Aug 12, 2016","8.4545","8.4710","8.4805","8.4016","-0.23%"
"Aug 11, 2016","8.4739","8.4662","8.4783","8.4139","0.07%"
"Aug 10, 2016","8.4677","8.5311","8.5403","8.4430","-0.77%"
"Aug 09, 2016","8.5333","8.5800","8.5991","8.5176","-0.56%"
"Aug 08, 2016","8.5810","8.5622","8.6039","8.5532","0.11%"
"Aug 05, 2016","8.5713","8.5195","8.5858","8.5066","0.60%"
"Aug 04, 2016","8.5202","8.5439","8.5689","8.5026","-0.31%"
"Aug 03, 2016","8.5466","8.5085","8.5548","8.4865","0.43%"
"Aug 02, 2016","8.5100","8.5930","8.5992","8.4954","-0.99%"
"Aug 01, 2016","8.5954","8.5455","8.6024","8.5420","0.49%"
"Jul 29, 2016","8.5533","8.6378","8.6459","8.5247","-1.02%"
"Jul 28, 2016","8.6412","8.6265","8.6483","8.5685","0.13%"
"Jul 27, 2016","8.6296","8.6577","8.6998","8.6093","-0.35%"
"Jul 26, 2016","8.6595","8.6349","8.6617","8.6160","0.22%"
"Jul 25, 2016","8.6408","8.6581","8.6721","8.6374","-0.12%"
"Jul 22, 2016","8.6508","8.5903","8.6781","8.5856","0.67%"
"Jul 21, 2016","8.5929","8.5994","8.6283","8.5707","-0.08%"
"Jul 20, 2016","8.5995","8.6103","8.6391","8.5862","-0.14%"
"Jul 19, 2016","8.6119","8.5448","8.6225","8.5420","0.75%"
"Jul 18, 2016","8.5482","8.5714","8.5746","8.5413","-0.46%"
"Jul 15, 2016","8.5875","8.4941","8.5949","8.4737","1.08%"
"Jul 14, 2016","8.4956","8.4938","8.5051","8.4568","-0.05%"
"Jul 13, 2016","8.4998","8.5390","8.5737","8.4703","-0.48%"
"Jul 12, 2016","8.5404","8.5733","8.5843","8.4963","-0.40%"
"Jul 11, 2016","8.5747","8.5819","8.6042","8.5529","-0.07%"
"Jul 08, 2016","8.5811","8.5748","8.6198","8.5364","0.03%"
"Jul 07, 2016","8.5782","8.5236","8.5923","8.5174","0.63%"
"Jul 06, 2016","8.5243","8.5208","8.5899","8.5023","-0.00%"
"Jul 05, 2016","8.5245","8.4156","8.5394","8.4073","1.27%"
"Jul 04, 2016","8.4177","8.4275","8.4708","8.4104","-0.21%"
"Jul 01, 2016","8.4357","8.4536","8.4885","8.4055","-0.27%"
"Jun 30, 2016","8.4588","8.4504","8.5326","8.4375","0.02%"
"Jun 29, 2016","8.4568","8.5035","8.5419","8.4486","-0.59%"
"Jun 28, 2016","8.5066","8.5504","8.5733","8.4740","-0.59%"
"Jun 27, 2016","8.5574","8.5009","8.5985","8.4509","1.12%"
"Jun 24, 2016","8.4630","8.1523","8.7521","8.1022","3.77%"
"Jun 23, 2016","8.1555","8.2615","8.2632","8.1402","-1.29%"
"Jun 22, 2016","8.2621","8.2792","8.2904","8.2289","-0.22%"
"Jun 21, 2016","8.2806","8.2425","8.2864","8.2064","0.44%"
"Jun 20, 2016","8.2440","8.3207","8.3222","8.2165","-1.05%"
"Jun 17, 2016","8.3313","8.3375","8.3552","8.2973","-0.14%"
"Jun 16, 2016","8.3430","8.3092","8.4436","8.2899","0.39%"
"Jun 15, 2016","8.3106","8.3071","8.3519","8.2843","0.02%"
"Jun 14, 2016","8.3086","8.2364","8.3190","8.2322","0.87%"
"Jun 13, 2016","8.2372","8.3027","8.3197","8.2270","-0.93%"
"Jun 10, 2016","8.3142","8.1763","8.3158","8.1714","1.70%"
"Jun 09, 2016","8.1754","8.1088","8.1815","8.0943","0.80%"
"Jun 08, 2016","8.1105","8.1283","8.1327","8.0898","-0.23%"
"Jun 07, 2016","8.1296","8.1214","8.1462","8.1045","0.08%"
"Jun 06, 2016","8.1233","8.1449","8.1741","8.1055","-0.17%"
"Jun 03, 2016","8.1369","8.3288","8.3320","8.1314","-2.30%"
"Jun 02, 2016","8.3283","8.2968","8.3431","8.2762","0.40%"
"Jun 01, 2016","8.2949","8.3312","8.3436","8.2845","-0.45%"
"May 31, 2016","8.3327","8.3364","8.3563","8.3043","-0.03%"
"May 30, 2016","8.3348","8.3389","8.3647","8.3137","-0.19%"
"May 27, 2016","8.3510","8.2796","8.3541","8.2683","0.82%"
"May 26, 2016","8.2830","8.2978","8.3187","8.2574","-0.12%"
"May 25, 2016","8.2930","8.3124","8.3204","8.2816","-0.30%"
"May 24, 2016","8.3179","8.3410","8.3735","8.3025","-0.29%"
"May 23, 2016","8.3425","8.3218","8.3654","8.2983","0.34%"
"May 20, 2016","8.3143","8.3565","8.3610","8.3119","-0.51%"
"May 19, 2016","8.3572","8.3524","8.3826","8.3257","0.05%"
"May 18, 2016","8.3529","8.2547","8.3563","8.2514","1.16%"
"May 17, 2016","8.2573","8.2594","8.2734","8.2223","-0.06%"
"May 16, 2016","8.2619","8.2490","8.2660","8.2207","0.15%"
"May 13, 2016","8.2493","8.1797","8.2724","8.1795","0.82%"
"May 12, 2016","8.1826","8.1422","8.1939","8.1285","0.53%"
"May 11, 2016","8.1398","8.1588","8.1634","8.1122","-0.25%"
"May 10, 2016","8.1603","8.1631","8.1717","8.1328","-0.05%"
"May 09, 2016","8.1645","8.1454","8.1694","8.1202","0.31%"
"May 06, 2016","8.1392","8.1101","8.1569","8.0776","0.35%"
"May 05, 2016","8.1112","8.0684","8.1190","8.0564","0.51%"
"May 04, 2016","8.0699","8.0579","8.0833","8.0310","0.12%"
"May 03, 2016","8.0599","7.9564","8.0599","7.8916","1.27%"
"May 02, 2016","7.9588","8.0279","8.0378","7.9538","-0.92%"
"Apr 29, 2016","8.0325","8.0680","8.0733","7.9837","-0.47%"
"Apr 28, 2016","8.0703","8.0929","8.1039","8.0290","-0.31%"
"Apr 27, 2016","8.0954","8.1194","8.1307","8.0572","-0.30%"
"Apr 26, 2016","8.1194","8.1299","8.1489","8.0709","-0.14%"
"Apr 25, 2016","8.1305","8.1579","8.1690","8.1182","-0.30%"
"Apr 22, 2016","8.1546","8.1401","8.1685","8.0852","0.15%"
"Apr 21, 2016","8.1420","8.1267","8.1459","8.0551","0.14%"
"Apr 20, 2016","8.1308","8.0852","8.1379","8.0380","0.56%"
"Apr 19, 2016","8.0857","8.1141","8.1235","8.0659","-0.37%"
"Apr 18, 2016","8.1156","8.1358","8.1487","8.0970","-0.23%"
"Apr 15, 2016","8.1343","8.1332","8.1588","8.1000","0.04%"
"Apr 14, 2016","8.1312","8.1391","8.1844","8.1096","-0.12%"
"Apr 13, 2016","8.1413","8.0795","8.1488","8.0757","0.74%"
"Apr 12, 2016","8.0814","8.1128","8.1213","8.0289","-0.40%"
"Apr 11, 2016","8.1137","8.1445","8.1609","8.0903","-0.48%"
"Apr 08, 2016","8.1527","8.1651","8.1796","8.1265","-0.20%"
"Apr 07, 2016","8.1688","8.1479","8.1750","8.1124","0.23%"
"Apr 06, 2016","8.1502","8.1334","8.1798","8.1254","0.19%"
"Apr 05, 2016","8.1344","8.1254","8.1670","8.1124","0.05%"
"Apr 04, 2016","8.1305","8.1252","8.1461","8.1043","-0.08%"
"Apr 01, 2016","8.1374","8.1161","8.1534","8.0756","0.24%"
"Mar 31, 2016","8.1179","8.1272","8.1637","8.0833","-0.14%"
"Mar 30, 2016","8.1289","8.1987","8.2040","8.1225","-0.85%"
"Mar 29, 2016","8.1985","8.2848","8.3050","8.1892","-1.06%"
"Mar 28, 2016","8.2863","8.2982","8.3197","8.2598","-0.21%"
"Mar 25, 2016","8.3041","8.2929","8.3134","8.2863","0.14%"
"Mar 24, 2016","8.2923","8.2626","8.3128","8.2587","0.34%"
"Mar 23, 2016","8.2642","8.2273","8.2863","8.2197","0.43%"
"Mar 22, 2016","8.2288","8.2366","8.2861","8.2072","-0.08%"
"Mar 21, 2016","8.2352","8.2329","8.2532","8.2033","0.03%"
"Mar 18, 2016","8.2327","8.1771","8.2410","8.1640","0.66%"
"Mar 17, 2016","8.1787","8.2170","8.2437","8.1319","-0.49%"
"Mar 16, 2016","8.2193","8.3140","8.3501","8.1973","-1.16%"
"Mar 15, 2016","8.3154","8.3442","8.3650","8.3000","-0.34%"
"Mar 14, 2016","8.3437","8.3487","8.3664","8.3248","0.02%"
"Mar 11, 2016","8.3418","8.3792","8.4046","8.3264","-0.46%"
"Mar 10, 2016","8.3803","8.4457","8.5458","8.3383","-0.79%"
"Mar 09, 2016","8.4474","8.4839","8.5175","8.4094","-0.44%"
"Mar 08, 2016","8.4849","8.4700","8.5214","8.4532","0.15%"
"Mar 07, 2016","8.4719","8.4730","8.5341","8.4670","0.02%"
"Mar 04, 2016","8.4705","8.5237","8.5547","8.4620","-0.64%"
"Mar 03, 2016","8.5249","8.6075","8.6255","8.5153","-0.98%"
"Mar 02, 2016","8.6090","8.6191","8.6480","8.5939","-0.19%"
"Mar 01, 2016","8.6256","8.5658","8.6464","8.5510","0.68%"
"Feb 29, 2016","8.5674","8.5537","8.5961","8.5153","0.19%"
"Feb 26, 2016","8.5515","8.5047","8.5641","8.4606","0.53%"
"Feb 25, 2016","8.5060","8.4874","8.5404","8.4672","0.20%"
"Feb 24, 2016","8.4893","8.4894","8.5503","8.4615","-0.02%"
"Feb 23, 2016","8.4910","8.4974","8.5091","8.4657","-0.10%"
"Feb 22, 2016","8.4997","8.4523","8.5109","8.4397","0.64%"
"Feb 19, 2016","8.4454","8.4430","8.4875","8.4214","0.01%"
"Feb 18, 2016","8.4443","8.5122","8.5203","8.4386","-0.84%"
"Feb 17, 2016","8.5155","8.5035","8.5343","8.4595","0.10%"
"Feb 16, 2016","8.5071","8.4840","8.5201","8.4552","0.24%"
"Feb 15, 2016","8.4868","8.4249","8.5134","8.4083","0.82%"
"Feb 12, 2016","8.4174","8.3750","8.4528","8.3582","0.49%"
"Feb 11, 2016","8.3765","8.3754","8.4775","8.3376","-0.00%"
"Feb 10, 2016","8.3769","8.4181","8.4904","8.3657","-0.47%"
"Feb 09, 2016","8.4164","8.4435","8.4889","8.3821","-0.34%"
"Feb 08, 2016","8.4449","8.4567","8.5046","8.4058","-0.26%"
"Feb 05, 2016","8.4665","8.3989","8.4900","8.3817","0.80%"
"Feb 04, 2016","8.3995","8.4286","8.4589","8.3573","-0.37%"
"Feb 03, 2016","8.4310","8.5556","8.5832","8.4137","-1.46%"
"Feb 02, 2016","8.5561","8.5267","8.5879","8.5128","0.34%"
"Feb 01, 2016","8.5270","8.5731","8.6020","8.5083","-0.64%"
"Jan 29, 2016","8.5817","8.5073","8.6196","8.4904","0.86%"
"Jan 28, 2016","8.5089","8.5102","8.5428","8.4944","-0.02%"
"Jan 27, 2016","8.5104","8.5355","8.5611","8.4806","-0.31%"
"Jan 26, 2016","8.5371","8.5596","8.5769","8.5356","-0.34%"
"Jan 25, 2016","8.5658","8.5834","8.5981","8.5483","-0.16%"
"Jan 22, 2016","8.5791","8.5578","8.6029","8.5278","0.22%"
"Jan 21, 2016","8.5606","8.5905","8.6550","8.5444","-0.37%"
"Jan 20, 2016","8.5924","8.5381","8.6114","8.5107","0.62%"
"Jan 19, 2016","8.5398","8.5753","8.5988","8.5129","-0.44%"
"Jan 18, 2016","8.5777","8.5743","8.6078","8.5646","-0.11%"
"Jan 15, 2016","8.5875","8.5587","8.5952","8.5241","0.42%"
"Jan 14, 2016","8.5512","8.5275","8.5686","8.4911","0.25%"
"Jan 13, 2016","8.5303","8.5281","8.5695","8.5071","0.02%"
"Jan 12, 2016","8.5282","8.5384","8.5676","8.5063","-0.13%"
"Jan 11, 2016","8.5390","8.4972","8.5449","8.4812","0.49%"
"Jan 08, 2016","8.4972","8.4650","8.5812","8.4573","0.38%"
"Jan 07, 2016","8.4648","8.5847","8.5967","8.4565","-1.41%"
"Jan 06, 2016","8.5862","8.5979","8.6149","8.5739","-0.14%"
"Jan 05, 2016","8.5986","8.4914","8.6345","8.4899","1.21%"
"Jan 04, 2016","8.4959","8.4436","8.5205","8.3918","0.57%"
"Jan 01, 2016","8.4480","8.4425","8.4566","8.4425","0.00%"
"Dec 31, 2015","8.4480","8.4099","8.4668","8.3874","0.44%"
"Dec 30, 2015","8.4114","8.3789","8.4362","8.3362","0.38%"
"Dec 29, 2015","8.3794","8.3688","8.3947","8.3214","0.08%"
"Dec 28, 2015","8.3725","8.3985","8.4065","8.3562","-0.23%"
"Dec 25, 2015","8.3917","8.3916","8.4075","8.3788","-0.10%"
"Dec 24, 2015","8.4003","8.4387","8.4556","8.3830","-0.48%"
"Dec 23, 2015","8.4408","8.4241","8.4753","8.4231","0.18%"
"Dec 22, 2015","8.4254","8.4998","8.5076","8.3984","-0.88%"
"Dec 21, 2015","8.5004","8.5528","8.5756","8.4866","-0.58%"
"Dec 18, 2015","8.5504","8.5637","8.5827","8.5170","-0.17%"
"Dec 17, 2015","8.5647","8.4998","8.5846","8.4958","0.75%"
"Dec 16, 2015","8.5013","8.5028","8.5441","8.4442","-0.09%"
"Dec 15, 2015","8.5086","8.4803","8.5232","8.3947","0.31%"
"Dec 14, 2015","8.4820","8.5149","8.5438","8.4527","-0.19%"
"Dec 11, 2015","8.4978","8.5148","8.5284","8.4534","-0.26%"
"Dec 10, 2015","8.5201","8.4094","8.5248","8.4047","1.30%"
"Dec 09, 2015","8.4109","8.5102","8.5227","8.3965","-1.18%"
"Dec 08, 2015","8.5116","8.5416","8.5537","8.4753","-0.39%"
"Dec 07, 2015","8.5452","8.4811","8.5587","8.4803","0.70%"
"Dec 04, 2015","8.4854","8.4804","8.5318","8.4655","0.03%"
"Dec 03, 2015","8.4832","8.6744","8.7177","8.4414","-2.24%"
"Dec 02, 2015","8.6772","8.6820","8.7254","8.6623","-0.05%"
"Dec 01, 2015","8.6814","8.7260","8.7302","8.6596","-0.54%"
"Nov 30, 2015","8.7282","8.7398","8.7527","8.6893","-0.05%"
"Nov 27, 2015","8.7330","8.7356","8.7562","8.7083","-0.04%"
"Nov 26, 2015","8.7364","8.7269","8.7462","8.7176","0.10%"
"Nov 25, 2015","8.7279","8.6936","8.7830","8.6669","0.39%"
"Nov 24, 2015","8.6944","8.7166","8.7309","8.6812","-0.27%"
"Nov 23, 2015","8.7179","8.7205","8.7500","8.6811","-0.03%"
"Nov 20, 2015","8.7204","8.6686","8.7204","8.6616","0.58%"
"Nov 19, 2015","8.6701","8.7241","8.7320","8.6419","-0.65%"
"Nov 18, 2015","8.7268","8.7543","8.7605","8.6910","-0.33%"
"Nov 17, 2015","8.7558","8.7262","8.7670","8.7146","0.31%"
"Nov 16, 2015","8.7284","8.7156","8.7284","8.6730","0.38%"
"Nov 13, 2015","8.6955","8.6304","8.7229","8.6220","0.73%"
"Nov 12, 2015","8.6327","8.6810","8.7008","8.6028","-0.57%"
"Nov 11, 2015","8.6824","8.6871","8.7165","8.6512","-0.07%"
"Nov 10, 2015","8.6886","8.6849","8.7204","8.6706","0.01%"
"Nov 09, 2015","8.6874","8.7272","8.7314","8.6456","-0.40%"
"Nov 06, 2015","8.7226","8.6259","8.7622","8.6202","1.09%"
"Nov 05, 2015","8.6283","8.6272","8.6575","8.6025","-0.01%"
"Nov 04, 2015","8.6293","8.5343","8.6470","8.5296","1.11%"
"Nov 03, 2015","8.5349","8.5262","8.5828","8.5062","0.03%"
